category,file_name,file_path,noise_score,hash_value
happy,Training_50449107.jpg,../data/FER-2013/train/happy/Training_50449107.jpg,0.0721679364660641,84f817c1b63f186b
happy,Training_70433018.jpg,../data/FER-2013/train/happy/Training_70433018.jpg,0.044952811896392234,eac1ebc2b13c65e0
happy,Training_85610005.jpg,../data/FER-2013/train/happy/Training_85610005.jpg,0.055431709575281346,80e85fe7702659ae
happy,Training_4460748.jpg,../data/FER-2013/train/happy/Training_4460748.jpg,0.04904684397757763,880905f785de45bf
happy,Training_6312930.jpg,../data/FER-2013/train/happy/Training_6312930.jpg,0.0751389851721525,e8902b2bd2d3d4cb
happy,Training_25740534.jpg,../data/FER-2013/train/happy/Training_25740534.jpg,0.042409218152021644,ba2a0d68d6a5dc2e
happy,Training_80076077.jpg,../data/FER-2013/train/happy/Training_80076077.jpg,0.1024119053644858,df1f4b3263286992
happy,Training_431681.jpg,../data/FER-2013/train/happy/Training_431681.jpg,0.06331754795929746,c0682f899d8d4f6e
happy,Training_76432922.jpg,../data/FER-2013/train/happy/Training_76432922.jpg,0.05313587931414971,e9c1976499713c93
happy,Training_53152280.jpg,../data/FER-2013/train/happy/Training_53152280.jpg,0.05607848315256134,95c55ac7387e6942
happy,Training_82526594.jpg,../data/FER-2013/train/happy/Training_82526594.jpg,0.04911360292495513,d4fb0bf683286f80
happy,Training_77219425.jpg,../data/FER-2013/train/happy/Training_77219425.jpg,0.056524488048024187,ef957c9bb01c7060
happy,Training_39023213.jpg,../data/FER-2013/train/happy/Training_39023213.jpg,0.07468700499293353,d7bc5ea06a5078b2
happy,Training_77132618.jpg,../data/FER-2013/train/happy/Training_77132618.jpg,0.048244791928748136,ffd97054c2611b32
happy,Training_48076410.jpg,../data/FER-2013/train/happy/Training_48076410.jpg,0.033198295847251896,c4d58bf20d683dd2
happy,Training_50296064.jpg,../data/FER-2013/train/happy/Training_50296064.jpg,0.090149148236453,dc185efa19692b64
happy,Training_72681057.jpg,../data/FER-2013/train/happy/Training_72681057.jpg,0.06553475774815493,8150f6a8e87d619f
happy,Training_54604212.jpg,../data/FER-2013/train/happy/Training_54604212.jpg,0.031205322330298546,d9660ec1273b1d66
happy,Training_76820039.jpg,../data/FER-2013/train/happy/Training_76820039.jpg,0.09819649548316485,c1a44de1366e3fc1
happy,Training_85112475.jpg,../data/FER-2013/train/happy/Training_85112475.jpg,0.06926316821802335,80fc7cc15fe19c07
happy,Training_2762255.jpg,../data/FER-2013/train/happy/Training_2762255.jpg,0.06545023713541194,d57b03258e287ae5
happy,Training_27690434.jpg,../data/FER-2013/train/happy/Training_27690434.jpg,0.07117135500246638,d0cb0aef1c3c79c4
happy,Training_71489691.jpg,../data/FER-2013/train/happy/Training_71489691.jpg,0.07296097174561268,de436ac96c2f6486
happy,Training_9526722.jpg,../data/FER-2013/train/happy/Training_9526722.jpg,0.06730852865011117,9b5a2fadc05bc330
happy,Training_58218094.jpg,../data/FER-2013/train/happy/Training_58218094.jpg,0.07701960469423794,c47a1be1de3130c7
happy,Training_65339269.jpg,../data/FER-2013/train/happy/Training_65339269.jpg,0.0822652194339584,dff82cb042331eca
happy,Training_99371172.jpg,../data/FER-2013/train/happy/Training_99371172.jpg,0.03883827330682138,809a8b509e7d3dc7
happy,Training_43572718.jpg,../data/FER-2013/train/happy/Training_43572718.jpg,0.05724009602765312,cb386d66659594cc
happy,Training_12213124.jpg,../data/FER-2013/train/happy/Training_12213124.jpg,0.06330778434131729,88465fd8b9276cb2
happy,Training_50673586.jpg,../data/FER-2013/train/happy/Training_50673586.jpg,0.07810858603575625,ff1f60743178c4b0
happy,Training_30327539.jpg,../data/FER-2013/train/happy/Training_30327539.jpg,0.06194388144825015,e89a67cb6e69308a
happy,Training_94127402.jpg,../data/FER-2013/train/happy/Training_94127402.jpg,0.07421613045665948,ca0d4b8bf71e6185
happy,Training_55632462.jpg,../data/FER-2013/train/happy/Training_55632462.jpg,0.04197593797848073,95013e594e6932ef
happy,Training_58279318.jpg,../data/FER-2013/train/happy/Training_58279318.jpg,0.06486706393913057,c0ca0aa3af3d69e5
happy,Training_82949525.jpg,../data/FER-2013/train/happy/Training_82949525.jpg,0.07554992729451847,d16a7e6503c8f82d
happy,Training_26384574.jpg,../data/FER-2013/train/happy/Training_26384574.jpg,0.08793659351708874,c1823ec198fbe2e9
happy,Training_66142455.jpg,../data/FER-2013/train/happy/Training_66142455.jpg,0.04969121622690268,d587da0780927d6e
happy,Training_17986331.jpg,../data/FER-2013/train/happy/Training_17986331.jpg,0.07623798924173812,c0814b87e96d7997
happy,Training_10974100.jpg,../data/FER-2013/train/happy/Training_10974100.jpg,0.05515539040410233,d69d2992a7c86789
happy,Training_79868613.jpg,../data/FER-2013/train/happy/Training_79868613.jpg,0.08270795930357235,9f842b37642234df
happy,Training_40995072.jpg,../data/FER-2013/train/happy/Training_40995072.jpg,0.04778829641559942,80ff5fa46f6838a0
happy,Training_21813733.jpg,../data/FER-2013/train/happy/Training_21813733.jpg,0.07538853162967069,d4015fb74a2d3c96
happy,Training_51659708.jpg,../data/FER-2013/train/happy/Training_51659708.jpg,0.08078717523972805,c4b92ba2436d2ed6
happy,Training_69547177.jpg,../data/FER-2013/train/happy/Training_69547177.jpg,0.0889812888597963,c4d94f86a6383de2
happy,Training_32819440.jpg,../data/FER-2013/train/happy/Training_32819440.jpg,0.07520285491916262,973a6827216ea4de
happy,Training_42839287.jpg,../data/FER-2013/train/happy/Training_42839287.jpg,0.07460591210156158,d0aacae2cb2969c7
happy,Training_12725885.jpg,../data/FER-2013/train/happy/Training_12725885.jpg,0.06938586003556173,950952d5aa7d4976
happy,Training_25288636.jpg,../data/FER-2013/train/happy/Training_25288636.jpg,0.08525762833657304,c07c4a776aa2a557
happy,Training_16821066.jpg,../data/FER-2013/train/happy/Training_16821066.jpg,0.0608465480317181,95568a03bf2c6de2
happy,Training_68963588.jpg,../data/FER-2013/train/happy/Training_68963588.jpg,0.08166397339072423,c8575ffd0e282c64
happy,Training_28042392.jpg,../data/FER-2013/train/happy/Training_28042392.jpg,0.057859237879070005,c687ddb4b21c68c6
happy,Training_730043.jpg,../data/FER-2013/train/happy/Training_730043.jpg,0.07218391910678111,cafc01d29f697c09
happy,Training_22128104.jpg,../data/FER-2013/train/happy/Training_22128104.jpg,0.07717774679805256,ed0382c6de7a2987
happy,Training_49036137.jpg,../data/FER-2013/train/happy/Training_49036137.jpg,0.0868171334788818,efdc20e831e0baa5
happy,Training_45758012.jpg,../data/FER-2013/train/happy/Training_45758012.jpg,0.07731564288613856,d03f4ff66d701c10
happy,Training_46559828.jpg,../data/FER-2013/train/happy/Training_46559828.jpg,0.05264841023400964,9da3aea5943538c6
happy,Training_14957789.jpg,../data/FER-2013/train/happy/Training_14957789.jpg,0.08347736163183393,9185d88fd586717a
happy,Training_50750820.jpg,../data/FER-2013/train/happy/Training_50750820.jpg,0.056943502425729924,c45a0ffe66583bc0
happy,Training_57505194.jpg,../data/FER-2013/train/happy/Training_57505194.jpg,0.07161369148621549,fd017affa02a2a89
happy,Training_17571873.jpg,../data/FER-2013/train/happy/Training_17571873.jpg,0.08864846494967041,c21c6f2bf82eb42a
happy,Training_27504789.jpg,../data/FER-2013/train/happy/Training_27504789.jpg,0.07344580236723434,8e4379aa7153a99c
happy,Training_44466245.jpg,../data/FER-2013/train/happy/Training_44466245.jpg,0.0719410686523588,81943393975a7c6d
happy,Training_20172329.jpg,../data/FER-2013/train/happy/Training_20172329.jpg,0.06348765571864562,885a0eeabf683f90
happy,Training_25184507.jpg,../data/FER-2013/train/happy/Training_25184507.jpg,0.07265727999412427,df52252970c9cb2e
happy,Training_99770266.jpg,../data/FER-2013/train/happy/Training_99770266.jpg,0.07738801139019863,9d445ed7d07c7c02
happy,Training_67967157.jpg,../data/FER-2013/train/happy/Training_67967157.jpg,0.05354297001671249,85b65cb26669b44b
happy,Training_18916428.jpg,../data/FER-2013/train/happy/Training_18916428.jpg,0.06802521938836441,8fe97d753438202e
happy,Training_54759303.jpg,../data/FER-2013/train/happy/Training_54759303.jpg,0.07338365725986254,e8da26c2e3696d13
happy,Training_92031313.jpg,../data/FER-2013/train/happy/Training_92031313.jpg,0.07210976123819225,a9cb023e85f633c9
happy,Training_97953250.jpg,../data/FER-2013/train/happy/Training_97953250.jpg,0.09998868910839281,8b4a1ed3e5683d13
happy,Training_67850923.jpg,../data/FER-2013/train/happy/Training_67850923.jpg,0.09420589350286777,af8ae4e0371b869a
happy,Training_53870461.jpg,../data/FER-2013/train/happy/Training_53870461.jpg,0.08956401631418504,8100f82a77717afe
happy,Training_53772653.jpg,../data/FER-2013/train/happy/Training_53772653.jpg,0.05014758651709264,eaa22fd7896e2883
happy,Training_78774085.jpg,../data/FER-2013/train/happy/Training_78774085.jpg,0.08069855351592004,bbe087e5c692d88c
happy,Training_70489037.jpg,../data/FER-2013/train/happy/Training_70489037.jpg,0.08052372190860896,cf2a7cb13470a8d3
happy,Training_10558261.jpg,../data/FER-2013/train/happy/Training_10558261.jpg,0.0707482363677722,b7f6b4b0b078c390
happy,Training_24881869.jpg,../data/FER-2013/train/happy/Training_24881869.jpg,0.05664010974049175,f8542c0d8b56b379
happy,Training_65800986.jpg,../data/FER-2013/train/happy/Training_65800986.jpg,0.07554752471629671,d5ca4ae13e0c3c6e
happy,Training_22404802.jpg,../data/FER-2013/train/happy/Training_22404802.jpg,0.06446324279553381,aaed25d29128d6ba
happy,Training_59565333.jpg,../data/FER-2013/train/happy/Training_59565333.jpg,0.08072508814316214,af2d3c698782c996
happy,Training_89396183.jpg,../data/FER-2013/train/happy/Training_89396183.jpg,0.05241866835261858,b57d1a65c96c4526
happy,Training_18010800.jpg,../data/FER-2013/train/happy/Training_18010800.jpg,0.0958532433246642,c3cb0e4fad6a2946
happy,Training_70299719.jpg,../data/FER-2013/train/happy/Training_70299719.jpg,0.05835326925517079,869e173cb179328b
happy,Training_89107622.jpg,../data/FER-2013/train/happy/Training_89107622.jpg,0.06720921932275886,ef56a4aaf402f095
happy,Training_90923923.jpg,../data/FER-2013/train/happy/Training_90923923.jpg,0.05453346400200537,8ff89f73901f201c
happy,Training_64270742.jpg,../data/FER-2013/train/happy/Training_64270742.jpg,0.08275138320798317,95ec8ed591a23c6c
happy,Training_31424340.jpg,../data/FER-2013/train/happy/Training_31424340.jpg,0.03416950875582606,ae84f515d60ac07f
happy,Training_12076274.jpg,../data/FER-2013/train/happy/Training_12076274.jpg,0.056766068700007805,d5094a27496d69d7
happy,Training_26972626.jpg,../data/FER-2013/train/happy/Training_26972626.jpg,0.08797525863139073,fa5ea9a499a36819
happy,Training_53394860.jpg,../data/FER-2013/train/happy/Training_53394860.jpg,0.08374000010374871,fa8f38e82d688687
happy,Training_77423051.jpg,../data/FER-2013/train/happy/Training_77423051.jpg,0.07634673415244253,c1d00f1c763f2b9c
happy,Training_97699815.jpg,../data/FER-2013/train/happy/Training_97699815.jpg,0.041199487300641026,aa3fa5f6c3283c90
happy,Training_25976138.jpg,../data/FER-2013/train/happy/Training_25976138.jpg,0.08305889876365041,917b5ea5d8a54896
happy,Training_795400.jpg,../data/FER-2013/train/happy/Training_795400.jpg,0.09833697328691458,97dd7093b03c38e1
happy,Training_51753033.jpg,../data/FER-2013/train/happy/Training_51753033.jpg,0.07888803625027288,854a1e6f983c7c6c
happy,Training_68917590.jpg,../data/FER-2013/train/happy/Training_68917590.jpg,0.06763239317473149,e8d5d3f787a21d00
happy,Training_55402733.jpg,../data/FER-2013/train/happy/Training_55402733.jpg,0.09500186565504178,8f613c7634786b98
happy,Training_31563037.jpg,../data/FER-2013/train/happy/Training_31563037.jpg,0.08027777131446351,875a5ac33a3e6866
happy,Training_57972024.jpg,../data/FER-2013/train/happy/Training_57972024.jpg,0.09004766664412239,fa0fea9ab53c6220
happy,Training_7173508.jpg,../data/FER-2013/train/happy/Training_7173508.jpg,0.07415988863285361,858ad7f2d86432d6
happy,Training_96629227.jpg,../data/FER-2013/train/happy/Training_96629227.jpg,0.049026228744276215,ab009687c2397bb7
happy,Training_54005828.jpg,../data/FER-2013/train/happy/Training_54005828.jpg,0.06525674181306584,fef8eac4886a3892
happy,Training_15602053.jpg,../data/FER-2013/train/happy/Training_15602053.jpg,0.04672455028872997,c9fc14e287b057a5
happy,Training_23185540.jpg,../data/FER-2013/train/happy/Training_23185540.jpg,0.08571840214977072,fc9ed2baf02861a2
happy,Training_13861511.jpg,../data/FER-2013/train/happy/Training_13861511.jpg,0.061880028509918326,dc016dcff813720d
happy,Training_55828547.jpg,../data/FER-2013/train/happy/Training_55828547.jpg,0.07129726061376467,ca243de4b59730e6
happy,Training_55515529.jpg,../data/FER-2013/train/happy/Training_55515529.jpg,0.050454241621483716,c0572b76e3706d32
happy,Training_37587759.jpg,../data/FER-2013/train/happy/Training_37587759.jpg,0.11146842870347773,dffc3e1e382c6024
